Category,Subcategory,Language,Phrase,phrase_length
Appointment,Admissions/Enrollment Appointment,EN,I’d like to meet with someone regarding my enrollment questions.,64.0
Appointment,Admissions/Enrollment Appointment,EN,Can I get help scheduling my enrollment appointment?,52.0
Appointment,Admissions/Enrollment Appointment,EN,Is there availability for an admissions appointment this week?,62.0
Appointment,Admissions/Enrollment Appointment,EN,I need to talk to someone about my acceptance and next steps; can we schedule that?,83.0
Appointment,Admissions/Enrollment Appointment,EN,Can I book an appointment to go over my application details?,60.0
Appointment,Admissions/Enrollment Appointment,EN,I have a few questions about admissions; when can I meet?,57.0
Appointment,Admissions/Enrollment Appointment,EN,Could I have a meeting regarding my enrollment timeline?,56.0
Appointment,Admissions/Enrollment Appointment,EN,"I’d like to find a time to discuss my application status, please.",65.0
Appointment,Admissions/Enrollment Appointment,EN,How do I go about setting an enrollment appointment?,52.0
Appointment,Admissions/Enrollment Appointment,EN,Can I get a quick appointment to go over the admissions process?,64.0
Appointment,Admissions/Enrollment Appointment,EN,I want to clarify a few things about my application; can we meet?,65.0
Appointment,Admissions/Enrollment Appointment,EN,What are the steps to make an appointment for admissions help?,62.0
Appointment,Admissions/Enrollment Appointment,EN,Is there someone I can meet with to talk about my enrollment progress?,70.0
Appointment,Advising Appointment,EN,"Hey, I need to set up an advising appointment.",46.0
Appointment,Advising Appointment,EN,Can I book an advising meeting for next week?,45.0
Appointment,Advising Appointment,EN,How do I schedule an appointment with my advisor?,49.0
Appointment,Advising Appointment,EN,I’d like to grab an advising appointment sometime soon.,55.0
Appointment,Advising Appointment,EN,Is there a way to see when my advisor is free?,46.0
Appointment,Advising Appointment,EN,I need to meet with my advisor about classes.,45.0
Appointment,Advising Appointment,EN,Can you help me find an available advising slot?,48.0
Appointment,Advising Appointment,EN,"I’d like to change my advising appointment, is that possible?",61.0
Appointment,Advising Appointment,EN,When’s the next opening for an advising appointment?,52.0
Appointment,Advising Appointment,EN,"I’m not sure who my advisor is, can you check for me?",53.0
Appointment,Advising Appointment,EN,Can I walk in for an advising appointment?,42.0
Appointment,Advising Appointment,EN,What’s the process for scheduling advising appointments?,56.0
Appointment,Advising Appointment,EN,"I need to discuss my major, can I get an advising appointment?",62.0
Appointment,Advising Appointment,EN,Are there any drop-in advising hours?,37.0
Appointment,Advising Appointment,EN,"I missed my advising appointment, can I reschedule?",51.0
Appointment,Advising Appointment,EN,Is it possible to do an advising appointment over Zoom?,55.0
Appointment,Advising Appointment,EN,Can you remind me how to sign up for an advising appointment?,61.0
Appointment,Advising Appointment,EN,I wanted to talk about my course load; can we set an appointment?,65.0
Appointment,Advising Appointment,EN,"I’m having trouble picking classes, can I see my advisor?",57.0
Appointment,Advising Appointment,EN,How long does an advising appointment usually last?,51.0
Appointment,Advising Appointment,EN,Can I get in touch with my advisor directly to set up a meeting?,64.0
Appointment,Advising Appointment,EN,I need to schedule an advising appointment ASAP!,48.0
Appointment,Advising Appointment,EN,Can I get an advising appointment today?,40.0
Appointment,Advising Appointment,EN,"I'm in a rush, when's the next available advising slot?",55.0
Appointment,Advising Appointment,EN,"I have to meet with an advisor, can you help me quickly?",56.0
Appointment,Advising Appointment,EN,Can you squeeze me in for an advising appointment?,50.0
Appointment,Advising Appointment,EN,I really need an advising appointment right now!,48.0
Appointment,Advising Appointment,EN,Is there any way to get an advising appointment this week?,58.0
Appointment,Advising Appointment,EN,I’m short on time; can I see an advisor today?,46.0
Appointment,Advising Appointment,EN,Can you check for any openings for an advising appointment?,59.0
Appointment,Advising Appointment,EN,"I need to see someone about my classes, can you help fast?",58.0
Appointment,Advising Appointment,EN,"I just found out I need an advising appointment, can we do this quickly?",72.0
Appointment,Advising Appointment,EN,Please help me schedule an advising appointment before my deadline!,67.0
Appointment,Advising Appointment,EN,"I'm running late, but I need an advising appointment urgently!",62.0
Appointment,Advising Appointment,EN,Do you have any quick slots for advising?,41.0
Appointment,Advising Appointment,EN,"I can't wait long, can I book an advising appointment now?",58.0
Appointment,Advising Appointment,EN,How soon can I get an advising appointment?,43.0
Appointment,Advising Appointment,EN,"I need to talk to an advisor, is there a quick way to book?",59.0
Appointment,Advising Appointment,EN,I’m in a hurry; can you help me schedule advising?,50.0
Appointment,Advising Appointment,EN,How quickly can I meet with an advisor?,39.0
Appointment,Advising Appointment,EN,I have a class soon; can I get an advising appointment?,55.0
Appointment,Advising Appointment,EN,"I need to sort my schedule, can I get an advising appointment right away?",73.0
Appointment,Advising Appointment,EN,"I would like to schedule an advising appointment, please.",57.0
Appointment,Advising Appointment,EN,Could you assist me in setting up an advising meeting?,54.0
Appointment,Advising Appointment,EN,I am seeking to arrange an appointment with an academic advisor.,64.0
Appointment,Advising Appointment,EN,Would it be possible to book an advising appointment?,53.0
Appointment,Advising Appointment,EN,I need to inquire about the availability of advising appointments.,66.0
Appointment,Advising Appointment,EN,Could you please help me find a suitable time for an advising appointment?,74.0
Appointment,Advising Appointment,EN,I would appreciate your assistance in scheduling my advising session.,69.0
Appointment,Advising Appointment,EN,Might I request an advising appointment at your earliest convenience?,69.0
Appointment,Advising Appointment,EN,I am hoping to schedule an advising appointment regarding my course selection.,78.0
Appointment,Advising Appointment,EN,Could you direct me to the process for making an advising appointment?,70.0
Appointment,Advising Appointment,EN,I wish to set up a meeting with an advisor; how should I proceed?,65.0
Appointment,Advising Appointment,EN,Would you be able to help me organize an advising appointment?,62.0
Appointment,Advising Appointment,EN,I am looking to connect with an advisor; could you help facilitate this?,72.0
Appointment,Advising Appointment,EN,Is it possible to get information on available advising appointments?,69.0
Appointment,Advising Appointment,EN,Could you let me know when the next advising appointments are available?,72.0
Appointment,Advising Appointment,EN,I would be grateful if you could assist me in arranging an advising session.,76.0
Appointment,Advising Appointment,EN,Would you inform me about the advising appointment scheduling process?,70.0
Appointment,Advising Appointment,EN,I need assistance with my advising appointment; could you help?,63.0
Appointment,Advising Appointment,EN,Could I please get clarification on how to schedule an advising appointment?,76.0
Appointment,Advising Appointment,EN,Is there a way to expedite the process for setting an advising appointment?,75.0
Appointment,Advising Appointment,EN,I would be thankful for your help in securing an advising appointment.,70.0
Appointment,Advising Appointment,EN,I need to schedule an advising appointment for my transfer process.,67.0
Appointment,Advising Appointment,EN,Can I book an advising appointment to discuss my major changes?,63.0
Appointment,Advising Appointment,EN,I'm looking for an advising appointment to get help with my course selection.,77.0
Appointment,Advising Appointment,EN,I want to set up an advising appointment to prepare for my internship applications.,83.0
Appointment,Advising Appointment,EN,How do I make an advising appointment to talk about graduation requirements?,76.0
Appointment,Advising Appointment,EN,I need an advising appointment to clarify my degree path and electives.,71.0
Appointment,Advising Appointment,EN,Can I have an advising appointment to discuss my study abroad options?,70.0
Appointment,Advising Appointment,EN,I would like to see an advisor about my part-time job affecting my studies.,75.0
Appointment,Advising Appointment,EN,Is it possible to get an advising appointment to go over financial aid options?,79.0
